Текст фразы,Эмоция
"Недавно мне попалась книга о психологии и ее влиянии на поведение человека, и я был удивлён, как глубоко это затрагивает нашу жизнь.",Интерес
"Прочитал о новых достижениях в медицине, которые позволяют лечить заболевания, считавшиеся неизлечимыми, и это открывает новые горизонты для людей.",Интерес
"Мы внедрили новые инструменты для анализа данных, и это значительно упростило процесс принятия решений, что очень обнадеживает.",Интерес
"Изучал результаты работы наших конкурентов, и это дало много идей для улучшения нашего подхода, что весьма полезно.",Интерес
"Слушал лекцию о влиянии искусственного интеллекта на повседневную жизнь, и она была очень познавательной.",Интерес
"Обсуждали на встрече, как современные тренды могут повлиять на наш бизнес, и это было увлекательно.",Интерес
Я бы хотел побольше узнать о твоем опыте.,Интерес
"Вау, никогда не слышал об этом раньше.",Интерес
"Я прочитал, что некоторые животные могут менять цвет, это так удивительно!",Интерес
"Мама, в книжке пишут, что есть такие рыбы, которые могут светиться в темноте, представляешь?",Интерес
"На уроке нам показали, как делают мыло, и я узнал, что это целая наука!",Интерес
"Знаешь, мне стало интересно, как работают солнечные панели. Это же гениально!",Интерес
"Ты знаешь, я никогда не задумывался об этом. Как ты считаешь?",Интерес
Я хочу узнать о новых тарифах на обслуживание. Что изменилось?,Интерес
Какие документы нужны для получения кредита? Я хочу подготовиться заранее.,Интерес
"Ого, у вас тут такой классный дизайн! Мне очень нравится, как он сочетается с цветовой гаммой.",Интерес
"А ты слышал про эту новую игру? Говорят, там графика просто невероятная! Как только выйдет, обязательно попробуем её вместе!",Интерес
Расскажи мне про свою поездку в Италию! Я так мечтаю побывать там!,Интерес
"Ты знаешь, у меня есть идея для нашего проекта! Я думаю, что мы можем улучшить его, добавив эту новую функцию.",Интерес
"Ничего себе, ты поедешь в отпуск на море? Счастливчик! Расскажи, куда именно ты едешь, я тоже мечтаю о море.",Интерес
"А ты слышал о том, что скоро откроется новый парк развлечений? Говорят, там будут невероятные аттракционы!",Интерес
"Давай съездим на выходных в музей. Там проходит выставка работ молодых художников. Говорят, у них очень оригинальный взгляд на мир и необычный стиль.",Интерес
"Я решил попробовать выучить испанский. Мне кажется, это будет полезно и откроет новые возможности.",Интерес
Новый альбом этой группы вышел? Обязательно послушаю.,Интерес
Я наткнулся на статью о новых технологиях в медицине - впечатляет!,Интерес
Ты видел этот документальный фильм про дикую природу? Я просто в восторге от кадров!,Интерес
"Я очень хочу посмотреть новый фильм, снятый по мотивам этой книги.",Интерес
"Я прочитал статью о том, как правильно делегировать задачи. Думаю, мне стоит применить это на практике. ",Интерес
Я хотела бы обсудить с тобой предложение клиента.,Интерес
"Давай обсудим, как мы можем оптимизировать этот процесс? ",Интерес
"Мне очень любопытно узнать, как ты планируешь реализовать этот проект. ",Интерес
"Сегодня был на совещании, где обсуждали новую стратегию развития компании. Теперь думаю, как это повлияет на нашу работу. ",Интерес
"Ты знаешь, я тут узнал, что у нас в компании будет возможность пройти обучение по новой технологии. Я бы попробовал!",Интерес
"Ого, а что, у них такой большой бюджет на этот проект?",Интерес
"Мне бы очень хотелось узнать, насколько это эффективно.",Интерес
"Интересно, как они будут решать проблему с оптимизацией, она же достаточно сложная.",Интерес
"Я бы хотел узнать больше о том, как они планируют внедрять эту технологию.",Интерес
"Я слышал, что в этом магазине появились новые модели смартфонов. Надо будет зайти, посмотреть, как они в жизни выглядят. ",Интерес
"Помнишь, мы говорили о том фильме? Он вышел в прокат, надо сходить, посмотреть, что из этого получилось!",Интерес
"Не могу поверить, что они так быстро справились с ремонтом. ",Интерес
"На выходных я собираюсь на мастер-класс по кулинарии, и мне не терпится попробовать! Будем готовить что-то необычное. Это будет отличная возможность научиться новому и порадовать друзей!",Интерес
"Я сделал заметки и готов поделиться всеми подробностями. Ты не поверишь, как много нового я узнал!",Интерес
"Наткнулся на документальный фильм о дикой природе, он меня очень впечатлил. В нём показывали невероятные факты о животных и их повадках. Никогда не думал, что природа может быть такой удивительной!",Интерес
"Ты слышал о новом проекте, который запускает наша компания? Это будет что-то уникальное, и я очень рад участвовать в этом. Я постараюсь держать тебя в курсе!",Интерес
"Ты знал, что в нашем районе будет фестиваль еды? Это отличная возможность попробовать что-то новое и необычное. Я уже запланировал посетить его и хотел бы, чтобы ты присоединился.",Интерес
"Ты слышал о новом приложении для изучения языков? Говорят, оно очень удобно и увлекательно. Я уже попробовал несколько уроков и готов поделиться впечатлениями. Хочешь, покажу, как оно работает?",Интерес
"Я прочитал статью о новых экологических технологиях. Это действительно важно для нашего будущего. Я хотел бы обсудить, как мы можем поучаствовать в этом. Что ты об этом думаешь?",Интерес
"Ты знаешь, я нашёл интересную статью о новых технологиях.",Интерес
"Я узнал о новом методе изучения языков, это действительно интересно!",Интерес
"Ты не слышал о новых книгах, которые сейчас популярны?",Интерес
"Меня заинтересовала тема устойчивого развития, давай обсудим это!",Интерес
"Ты слышал, что скоро начнётся новая научная программа на телевидении?",Интерес
"Ты знаешь, что Мария начала заниматься фотографией? Она очень увлечена этим хобби! Надо будет спросить, какие у нее планы.",Интерес
"Недавно Ирина рассказывала о своих путешествиях. Она посетила столько удивительных мест! Мне кажется, это очень захватывающе. Надо будет попросить ее поделиться впечатлениями.",Интерес
"Ты в курсе, что Дмитрий начал изучать иностранный язык? Это замечательная идея для саморазвития! Надо будет узнать, как у него идут дела.",Интерес
"Яна начала рисовать и изучать искусство. Это удивительно, как люди могут увлекаться разными направлениями. Я бы хотел послушать ее мнение о художниках.",Интерес
"Ты знал, что Ольга начала вести блог о здоровье? Она делится своим опытом и знаниями. Это очень интересно, особенно в наше время! Надо будет подписаться на ее блог.",Интерес
"План по проекту готов. На самом деле, ничего нового, все стандартно.",Нейтрально
"Просмотрел новости сегодня, ничего интересного, все как обычно.",Нейтрально
"Пока ничего нового, просто стандартные отчёты и обычный ход работы.",Нейтрально
"Всё в пределах нормы, серьёзных отклонений нет, можно продолжать в том же духе.",Нейтрально
"Проект завершён, как и планировалось, без серьёзных изменений.",Нейтрально
"Всё идёт стабильно, как и предполагалось, ничего особенного не происходит",Нейтрально
"Хорошо, спасибо за информацию. Я вас поняла. До свидания.",Нейтрально
"Не могли бы вы объяснить еще раз? Я не совсем понял, что вы имеете в виду.",Нейтрально
"На почту пришло уведомление о том, что моя заявка на подключение услуги принята. Они обещают, что в течение трех рабочих дней я получу окончательный ответ.",Нейтрально
"Зашел к врачу для ежегодного осмотра, провели стандартные анализы. Никаких новых рекомендаций не дали, сказали продолжать в том же режиме.",Нейтрально
"Сегодня на совещании обсуждали план работы на следующий месяц. Разобрали основные задачи, распределили ответственность.",Нейтрально
"В магазине уведомили, что заказанный товар доставят к концу недели. Подтвердил получение, договорились о времени.",Нейтрально
"На прошлой неделе отправил документы в банк. Сегодня получил письмо, что все бумаги в порядке, заявка передана на проверку.",Нейтрально
"Позвонили из офиса и сказали, что отчет нужно отправить до конца недели. Особых комментариев не было, просто попросили уточнить пару цифр.",Нейтрально
"В лаборатории сообщили, что результаты анализов будут готовы к пятнице. Пока просто жду, никаких срочных показателей не выявлено.",Нейтрально
"В службе поддержки сообщили, что проверка системы займет еще пару дней. Попросили не волноваться, как будет результат, пришлют уведомление.",Нейтрально
"В банке мне предложили обсудить программу инвестиционного плана. Решил прослушать, но пока не принял никаких решений.",Нейтрально
"Пришел отчет за последний квартал, все основные показатели на уровне, без особых изменений. Руководство утвердило продолжение работы в текущем режиме.",Нейтрально
"Сегодня я провела большую часть дня за работой, но это было достаточно продуктивно.",Нейтрально
"Я только что вернулась с пробежки, чувствую себя хорошо и бодро.",Нейтрально
"У меня сегодня запланирована встреча с клиентом, надеюсь, все пройдет удачно.",Нейтрально
"Я жду звонка от врача, чтобы узнать результаты анализа.",Нейтрально
"Я только что закончила читать книгу, она была неплохая.",Нейтрально
Сегодня вечером я планирую сходить в кино.,Нейтрально
Погода сегодня пасмурная и холодная.,Нейтрально
"Я готовлю ужин, все ингредиенты уже на месте.",Нейтрально
"Завтра у меня ранний подъем, потому что у меня много дел.",Нейтрально
"Я заказал билеты на поезд, выезд завтра утром.",Нейтрально
"Провел вечер за просмотром фильмов, которые давно собирался посмотреть. Это было неплохо, но я не могу сказать, что остался в полном восторге.",Нейтрально
"Получил уведомление о новых обновлениях в приложении, которое использую.",Нейтрально
Я был на выставке картин. Там были работы известных художников.,Нейтрально
"Отправь, пожалуйста, адрес, чтобы я смог найти твою квартиру.",Нейтрально
"Пожалуйста, напиши мне, когда ты будешь готов к отправке.",Нейтрально
"Я просто хотел уточнить, когда мы собираемся на рыбалку?",Нейтрально
"Мне нужно будет немного времени, чтобы подумать над твоим предложением.",Нейтрально
"Завтра вечером я буду свободен, можем встретиться, если хочешь.",Нейтрально
"В пятницу у меня большой отчет, поэтому, скорее всего, буду занят.",Нейтрально
"Попробую зайти в магазин за хлебом, если не забуду.",Нейтрально
"Мне кажется, я не могу прийти на вечеринку, у меня уже планы.",Нейтрально
"Спасибо за приглашение, но я, к сожалению, не смогу приехать.",Нейтрально
"Может, ты знаешь, где можно найти эту книгу?",Нейтрально
"Давай посмотрим, какой фильм сегодня идёт в кино, может, сходим?",Нейтрально
"Я не знаю, где моя сумка. Может, ты её видел?",Нейтрально
"Извини, телефон разрядился, я тебе потом перезвоню.",Нейтрально
Ты не могла бы по дороге забрать пакет с булочками? Я просто забыл.,Нейтрально
Встречаемся в 10:00 в конференц-зале.,Нейтрально
Я хотел бы обсудить с вами результаты маркетинговой кампании.,Нейтрально
"Пожалуйста, напомните мне о следующей встрече.",Нейтрально
Мне нужно получить подтверждение от клиента перед отправкой окончательного проекта.,Нейтрально
"Я отправил вам отчет по проекту в формате PDF, как вы и просили. Пожалуйста, проверьте его и дайте знать, если у вас есть какие-либо вопросы.",Нейтрально
Спасибо за информацию. Я передам ее команде разработчиков и мы рассмотрим эту возможность.,Нейтрально
"Пожалуйста, пришлите мне презентацию к завтрашнему дню.",Нейтрально
"У меня все готово к встрече, как и планировалось.",Нейтрально
На данный момент у нас все идет по плану.,Нейтрально
"Я могу тебе посоветовать пару интересных статей. Если хочешь, можем встретиться завтра в библиотеке.",Нейтрально
Я планирую писать про влияние социальных сетей на современное искусство. Тебе это интересно?,Нейтрально
"Спасибо, это очень помогло бы. Я тебе завтра всё верну.",Нейтрально
У тебя есть конспект лекции по истории искусств? Мне не удалось попасть на занятие.,Нейтрально
"Извини, я не могу тебе помочь. У меня сегодня много дел.",Нейтрально
"Я хотел бы записаться на этот семинар, но уже все места заняты.",Нейтрально
"Я буду в аудитории 205, приходи, если хочешь.",Нейтрально
"У меня есть задание по истории, нужно найти информацию в архиве.",Нейтрально
"Мне нужно купить новый телефон, старый уже не работает.",Нейтрально
"Я планирую поехать в отпуск на море в следующем месяце, очень жду.",Нейтрально
"Добрый день, могу я уточнить время встречи?",Нейтрально
"Проект движется по графику, всё пока в порядке.",Нейтрально
"Я посмотрю отчёт позже, когда будет время, пока не вижу ничего критичного.",Нейтрально
"Особых новостей пока нет, всё идёт по плану, как и предполагали.",Нейтрально
"Работа выполнена в срок, существенных отклонений нет.",Нейтрально
"В целом всё идет по плану, но иногда кажется, что мы не движемся вперед.",Нейтрально
"Сегодня был насыщенный день. Я завершил все запланированные дела, и теперь можно расслабиться и немного отдохнуть. Завтра предстоит новый день, и я с нетерпением жду новых задач.",Нейтрально
"Сегодня я решил пораньше закончить все дела, чтобы оставалось больше времени на отдых. В планах ничего особенного, просто спокойный вечер. Надеюсь, всё успею завершить.",Нейтрально
"Я утром посмотрел прогноз погоды и узнал, что на неделе обещают дожди. Пока погода не слишком холодная, и это радует. Главное, чтобы не было сильного ветра.",Нейтрально
"Завтра нужно будет забрать документы из офиса, а после встретиться с коллегами. Планов на вечер нет, так что свободное время остается. Можно заняться чем-то дома.",Нейтрально
"Сегодня у нас в офисе была встреча, на которой обсуждали текущие задачи. Вроде бы все идет по графику, как и планировалось. Основное обсуждение пройдет в пятницу.",Нейтрально
"На неделе предстоит отчет, и я уже начал к нему готовиться. Особых сложностей быть не должно, просто стандартная проверка данных. Отправлю все нужные документы вовремя.",Нейтрально
"На улице заметно похолодало, и теперь приходится надевать больше слоев одежды. Пока не готов полностью к зиме, но потихоньку привыкаю. Надеюсь, снег выпадет позже.",Нейтрально
"Вчера зашел в магазин и увидел пару вещей, которые давно хотел приобрести. Скидок не было, поэтому пока отложил покупку. Возможно, позже цены будут получше.",Нейтрально
"Вечером решил прогуляться по району, и улицы уже стали немного пустыми. Осень всё же внесла свои коррективы. Думаю, на выходных погулять еще раз.",Нейтрально
"Сегодня утром я забыл ключи дома, и пришлось возвращаться за ними. Немного выбился из графика, но быстро справился. Главное, ничего важного не пропустил.",Нейтрально
"Собираюсь на следующей неделе встретиться с друзьями после работы. Мы давно не общались вживую, только переписывались. Думаю, будет хороший вечер без особых планов.",Нейтрально
"Вчера вечером смотрел фильм, который давно хотел посмотреть. Сюжет был интересный, но немного затянут.",Нейтрально
"Завтра планирую зайти в тот новый ресторан рядом с офисом. Если будет нормально, расскажу потом.",Нейтрально
"На выходных думаем поехать за город. Давно хотели выбраться на природу, просто погулять и отдохнуть.",Нейтрально
"Сегодня в магазине видел новый кофе, который недавно появился. Думаю, стоит попробовать, может, окажется хорошим.",Нейтрально
"Ты когда успел заказать билеты? Мы же только недавно об этом говорили, я ещё не решился.",Нейтрально
"На этой неделе работа идет спокойно. Задачи привычные, ничего нового пока не добавляли.",Нейтрально
"Я на выходных просто отдыхал, никуда не выходил. Погода как-то не особо располагала к прогулкам.",Нейтрально
"Сегодня получил уведомление, что посылка уже пришла. Завтра заеду и заберу, как раз по пути.",Нейтрально
"Ты пробовал что-нибудь из новых сериалов? Я думаю начать что-то, но не могу выбрать.",Нейтрально
"Я вчера готовил что-то новое по рецепту. Вроде получилось нормально, но есть, что улучшить.",Нейтрально
"Я пытаюсь зайти в аккаунт, но не проходит авторизация. Логин и пароль точно правильные.",Нейтрально
"У меня отображается ошибка, когда я захожу в настройки профиля. Она появилась только сегодня.",Нейтрально
"Пожалуйста, уточните, как восстановить доступ, если я не помню ответ на секретный вопрос.",Нейтрально
"Могу ли я узнать, когда завершатся технические работы? Мне нужно срочно войти в систему.",Нейтрально
Не получается обновить данные в личном кабинете. Раньше всё работало без проблем.,Нейтрально
Мне нужно изменить номер телефона в профиле. Какой порядок действий для этого?,Нейтрально
"Я вижу уведомление об ошибке при оплате. Попробовал несколько карт, но ничего не помогает.",Нейтрально
Когда можно будет снова использовать функцию перевода? Она у меня сейчас недоступна.,Нейтрально
"Хотел бы уточнить, как отменить заявку. На сайте такой опции почему-то не видно.",Нейтрально
"Я не могу прийти на встречу, у меня сегодня много дел. Но я обязательно свяжусь с тобой завтра.",Нейтрально
"Давай встретимся на следующей неделе, как тебе такой вариант? Я буду свободен во вторник после обеда. ",Нейтрально
"Извини, но я не смогу приехать. Я не могу взять отпуск в это время. В следующий раз обязательно приеду.",Нейтрально
Я не могу говорить сейчас. У меня очень много дел. Позвони мне позже.,Нейтрально
Я постараюсь перезвонить как можно скорее. ,Нейтрально
"Хорошо, я вас понял. Я вам перезвоню чуть позже.",Нейтрально
"Я сейчас посмотрю, что можно сделать.",Нейтрально
Я передаю ваш запрос коллегам.,Нейтрально
"Хорошо, я записал ваши данные.",Нейтрально
У меня сегодня была встреча с коллегами. Обсуждали планы на следующий месяц. Все прошло спокойно и без конфликтов.,Нейтрально
"На выходных собираюсь пойти в магазин. Нужно купить продукты и кое-что для дома. У меня уже есть список покупок. Надеюсь, что все будет в наличии.",Нейтрально
"Слышал, что сегодня погода хорошая? На улице тепло и солнечно. Я планирую немного прогуляться. Возможно, сделаю пару снимков.",Нейтрально
"Вчера посмотрел новый эпизод сериала. Он не слишком интересный, но и не скучный. Иногда такие серии бывают довольно расслабляющими. Просто приятный способ провести время.",Нейтрально
"Завтра у нас в офисе будет презентация. Надеюсь, все пройдет гладко. Я подготовил свои слайды заранее. Важно, чтобы все были вовлечены в процесс.",Нейтрально
"В школе все идет нормально. У детей достаточно домашних заданий на этой неделе. Я проверю, как они справляются с учебой.",Нейтрально
"На следующей неделе у нас отпуск. Мы решили просто отдохнуть дома. Пожалуй, посмотрим несколько фильмов и почитаем книги. Это будет хорошая смена обстановки.",Нейтрально
"Планирую поехать на дачу на выходные. Нужно немного поработать в саду. Не забуду взять с собой инструменты. Надеюсь, погода будет хорошей.",Нейтрально
"Вечером собираюсь почитать книгу. У меня уже есть несколько интересных вариантов. Это поможет расслабиться после рабочего дня. Надеюсь, я смогу найти время для чтения.",Нейтрально
Сегодня в офисе было довольно тихо.,Нейтрально
Как дела? У меня все по-прежнему.,Нейтрально
На выходных планирую остаться дома.,Нейтрально
В магазине не было нужного товара.,Нейтрально
Скоро встреча с командой по проекту.,Нейтрально
Как прошла твоя неделя? Лично у меня ничего особенного.,Нейтрально
"Погода сегодня обычная, без изменений.",Нейтрально
Завтра запланирована встреча с клиентом.,Нейтрально
Нужно будет проверить почту позже.,Нейтрально
"Я закончил проект, теперь жду обратной связи от команды.",Нейтрально
"Погода сегодня не очень хорошая, но это нормально для этого времени года.",Нейтрально
"Завтра мы проведем встречу, просто обсудим текущие дела.",Нейтрально
"На работе все идет по расписанию, никаких задержек пока нет.",Нейтрально
"Нужно будет отправить отчет до конца дня, это не займет много времени.",Нейтрально
"Как прошел твой день? У меня вот все в порядке, ничего примечательного.",Нейтрально
"Я просто звоню, чтобы проверить статус моего запроса.",Нейтрально
Можете рассказать о процедуре обновления программного обеспечения?,Нейтрально
Какой номер у моего обращения в техподдержку?,Нейтрально
"Мне нужна помощь с настройками, можете объяснить, как это сделать?",Нейтрально
"Вы можете подтвердить, что мой аккаунт активен?",Нейтрально
Как долго обычно занимает решение этой проблемы?,Нейтрально
"Ничего особенного, просто интересуюсь вашей новой услугой.",Нейтрально
Сколько времени потребуется для ответа на мой запрос?,Нейтрально
Не могли бы вы уточнить детали моей подписки?,Нейтрально
"Проверяю, есть ли у вас какие-то новости по моему делу.",Нейтрально
"Спасибо, что позвонили в техподдержку. Как я могу вам помочь с вашим запросом сегодня?",Нейтрально
"Ваше обращение зарегистрировано. Пожалуйста, ожидайте, мы обработаем его в ближайшее время.",Нейтрально
"Сейчас я проверю вашу информацию. Один момент, пожалуйста, это займет всего несколько секунд.",Нейтрально
"Вы можете уточнить, какая именно проблема вас беспокоит, чтобы я мог помочь вам быстрее?",Нейтрально
"Для начала мне нужно ваше имя и номер аккаунта, чтобы я мог получить доступ к вашей информации.",Нейтрально
"Спасибо за ожидание. У нас сейчас небольшая загруженность, но мы обязательно ответим вам как можно скорее.",Нейтрально
"Пожалуйста, дайте мне знать, если у вас есть дополнительные вопросы по этому поводу.",Нейтрально
"Я отправлю ваш запрос в соответствующий отдел, и они свяжутся с вами в течение 48 часов.",Нейтрально
Ваш запрос будет обработан в течение нескольких рабочих дней. Мы уведомим вас о результате.,Нейтрально
"Если вам нужна помощь с чем-то еще, не стесняйтесь обращаться к нам в любое время.",Нейтрально
"Здравствуйте, вы позвонили в техподдержку. Как я могу помочь вам сегодня? Пожалуйста, опишите вашу проблему более подробно, чтобы мы могли быстрее найти решение.",Нейтрально
"Спасибо, что обратились в нашу службу поддержки. Ваш вопрос важен для нас, и мы постараемся помочь вам как можно быстрее. Пожалуйста, ожидайте на линии.",Нейтрально
"Я сейчас проверю вашу информацию в системе. Один момент, пожалуйста. Если у вас есть дополнительные детали о проблеме, это поможет ускорить процесс.",Нейтрально
"Пожалуйста, подтвердите, что вы можете слышать меня. Если вы испытываете проблемы с подключением, попробуйте перезагрузить устройство, и мы сможем продолжить разговор.",Нейтрально
"Ваш запрос зарегистрирован, и мы работаем над его решением. Вы получите уведомление по электронной почте, как только мы его обработаем. Спасибо за терпение.",Нейтрально
"Мне очень жаль, что вы столкнулись с этой проблемой, но на данный момент это единственное, что я могу сделать. Пожалуйста, не повышайте голос, это не поможет решить ситуацию.",Нейтрально
"Я понимаю, что вы расстроены, но ваши угрозы не ускорят процесс. Давайте сосредоточимся на решении проблемы, а не на эмоциях, пожалуйста.",Нейтрально
"Я понимаю, что вы ожидаете от нас большего, но мы делаем всё возможное.",Нейтрально
"Пожалуйста, дайте мне возможность решить проблему, и мы посмотрим, что можно сделать для вас.",Нейтрально
"Прежде всего, давайте проверим, что вы уже сделали. Убедитесь, что вы правильно ввели данные.",Нейтрально
"Пожалуйста, перезагрузите ваше устройство и попробуйте снова. Если проблема не исправится, то обратитесь к инструкции пользователя или позвоните нам снова.",Нейтрально
"Сначала давайте проверим, что у вас есть последняя версия программного обеспечения. Если она у вас уже установлена, то мы можем попробовать другие решения.",Нейтрально
"Давайте попробуем вместе решить эту проблему. Сначала давайте проверим, что у вас правильно настроены параметры подключения. Если проблема не исправится, то мы можем попробовать другие решения.",Нейтрально
"К сожалению, я не могу вам помочь в решении этой проблемы. Пожалуйста, обратитесь к инструкции пользователя или позвоните снова, когда у вас будет больше информации.",Нейтрально
"Я сейчас посмотрю, что можно сделать. ",Нейтрально
"Хорошо, я записала ваши данные. Спасибо за звонок.",Нейтрально
"Алло, я хотел бы узнать о ваших услугах.",Нейтрально
"Да, меня интересует ваша услуга по уборке.",Нейтрально
"Нет, я не хочу, чтобы меня забирали.",Нейтрально
"Да, меня интересует ваша услуга по доставке.",Нейтрально
"Хорошо, скажите, пожалуйста, как я могу сделать заказ?",Нейтрально
"Хорошо, скажите, пожалуйста, как я могу записаться на консультацию?",Нейтрально
"Здравствуйте, меня зовут Анна. Я хочу сделать заказ на доставку еды.",Нейтрально
"Здравствуйте, меня зовут Сергей. Я хочу записаться на консультацию к врачу.",Нейтрально
"Здравствуйте, меня зовут Алексей. Я хочу уточнить информацию о вашем товаре.",Нейтрально
Алло. Я хотел бы уточнить время доставки.,Нейтрально
Я хотел бы уточнить время доставки. Мой заказ - 123456. Когда я могу его ожидать?,Нейтрально
"Добрый вечер. Я хотел бы узнать о наличии товара. Это модель ""X"". Она есть в наличии?",Нейтрально
Здравствуйте. Меня зовут Иван. Я звоню по поводу записи на прием. Удобно ли вам сегодня в 16:00?,Нейтрально
"Извините, неверный номер. Пожалуйста, проверьте правильность введенного номера.",Нейтрально
Простите за неудобства. До свидания.,Нейтрально
Я вас понял. Заказ оформлен. Номер заказа - 789012. Вам придет смс с подтверждением.,Нейтрально
"Здравствуйте. Меня зовут Анна. Я звоню из компании ""Астра"". Хотела бы узнать о вашей услуге.",Нейтрально
Я хотел бы уточнить детали заказа. Номер заказа - 123456. Когда я могу его получить?,Нейтрально
